id,name,text
bad072c3848858f8e311d43b,Petro,"Es aquí con la belleza que comienza el torrente de la historia y la cultura.

Gracias pueblo Mizak

Sebastian de Guambia, Silvia, Cauca. https://t.co/r3GFbQjpdj"
b4d1292e78f6bf6eb1d6afdf,Petro,Preparando el encuentro del Pacto en Popayán. https://t.co/hPxahugzhf
65fa3e93c11cd6bbd20b768a,Petro,"Este es uno de los mayores errores en obras públicas de Bogotá. Se debe a la orden de un magistrado oscuro.

No se necesita elevar con muchísimo costo energético 9 m3 de aguas servidas de Bogotá que podían seguir por gravedad más abajo.

Es un simple negociado. https://t.co/Nn2Hd6GCrr"
bb630a5e1f83acaaad90f8ce,Petro,"Para ser justos este es el producto del proyecto metro elevado de Peñalosa que aun no tiene estudios; saben que tienen que tumbar el monumento para unos deprimidos del transmilenio.

Error monumental sería si es para patios talleres.

El metro elevado es un urbanicidio. https://t.co/72QFeeabwZ"
b2b4fd1e629b3383d222ab94,Petro,"En Santiago de Guambía, Cauca. Reunido con la comunidad Misak. Tierra, autonomía y cultura.

Estas son parte de nuestras raíces Colombia. https://t.co/ZzxTC0WW5p"
c816db7dbd769b0fd409807a,Petro,"Poder Ciudadano de Piedad Córdoba y el liberalismo social se articulan al Pacto Histórico.

Bogotá, salón rojo del Tequendama.

Bienvenidos https://t.co/gRfZsL3NFt"
6fe1e7b8e4b135149dd8f3d6,Petro,"En el capitalismo es ley que el incremento de productividad trae el incremento del bienestar social y el salario real del trabajo

Propongo un pacto entre trabajadores y empresarios para lograr este principio en Colombia."
b5e820589fd9dbe5814ddd2e,Petro,"Para quienes desde la prensa o desde la academia ahora llaman comunista o expropiadora mi propuesta de ligar el crecimento del salario real a la productividad y hacer que el estado ayude a mejorarla, dejo este estudio económico de EEUU

https://t.co/fu8WkFNzJi"
3b6c25fb2608102a2ed6bd61,Petro,"El candidato @petrogustavo le pidió esta noche al liberalismo abandonar el neo-liberalismo el cual, dijo, solo le ha traído décadas de pobreza y atraso a los colombianos.   @piedadcordoba"
ed633625c3ca55f5b68d18bc,Petro,"Sergio, decir que la libertad de comercio internacional genera mejores condiciones laborales para los trabajadores es uno de los mayores contrasentidos con la realidad que he escuchado. ¿Dónde ha pasado eso? ¿En Bangladesh? ¿en el nuevo trabajo infantil? https://t.co/ejwMPx71mn"
c3c59a3d39293552dca90eea,Petro,"Este comentario deja claro que una presidencia de @sergio_fajardo jamás se defenderá un derecho laboral. Los TLC hay que revisarlos. Lo han hecho otros países.

Incluso, su ""camarada"" @JERobledo lo ha propuesto.

¡¡Deberían conversar un rato!! https://t.co/VYcpEqMnR2"
c71dbeb30d9b2b3262115ff0,Petro,"Acabar la exploración de petroleo es lo que permite transitar a energías limpias en 12 años. Si no,nunca lo harás.

Imprimir dinero lo hace Colombia todos los años,lo hizo tu asesor Jose Antonio Ocampo

La productividad es una función del conocimiento. https://t.co/egruGvKhuR"
9b2cd57193cafa544e35bde7,Petro,Espectacular esta noticia: https://t.co/nXNYF4Cgcl
575a3dc442326dce14f9de9d,Petro,"Lo que ha hecho EEUU durante un siglo, que el alza en.productividad provoque el alza de los salarios reales es irresponsabilidad para Sergio.

Este mismo diario, un dia tituló que el salario real creciera con la productividad, el autor de la.propuesta: Alfonso López Michelsen https://t.co/XnEdvuljUq"
b780402357f76820486e2061,Petro,"La Unión de trabajadores penitenciarios anuncia su adhesión al #PactoHistorico, apoyamos la candidatura al senado de @PalmaEdwin y la candidatura a la presidencia de @petrogustavo

P, de Penitenciarios, P, de Palma, P, de Pacto Histórico y P, de Petro. https://t.co/9aPFERsXXz"
9128633333b37806cce999c1,Petro,"Seguimos trabajando en el #PactoHistórico por una agenda laboral, progresista, cultural, fraterna
@petrogustavo @ClaraLopezObre @PalmaEdwin https://t.co/JvcmmIJZy6"
0e54102c4027c31d480a3e76,Petro,"Los proyectos solo se materializan, si trabajas por ellos. Vamos por ese #PactoHistorico #Barrancabermeja 
#PetroPresidente2022 #palmasenador2022 https://t.co/qaqOgQxzkg"
5998781414d0c37ef4d29da9,Petro,"“Yo estoy aquí por ⁦@petrogustavo⁩ y vuelvo a la política por él” ⁦⁦@piedadcordoba⁩ 
Bienvenida al Pacto Histórico! https://t.co/fm8xGRlkrA"
43d86c5d4b38292ff1921708,Petro,"La liberación de comercio, en la que ahora confiesas que crees, Sergio, solo ha arruinado la industria y la agricultura nacional. No ha sido fuente de productividad, nos ha asignado un lugar en la división internacional del trabajo: ser exportadores de carbon, petróleo y cocaína"
b3600cdc68e525a406495204,Petro,"La baja productivIdad de la economía colombiana se debe a la atrofia de sus sistema de educación, al uso improductivo e irracional de la tierra concentrada en manos improductivas y a la falta de apoyo estatal a la economía popular."
40d447bcc61914467305ed41,Petro,"Has mostrado aquí tu vertiente neoliberal que te solicito superar, Sergio. Lo que hace crecer los salarios reales es el incremento de la productividad y ésta es función del crecimiento del conocimiento.

Colombia no incrementa su productividad desde hace décadas. https://t.co/ejwMPx71mn"
6d6cf58093eb73c077756b64,Petro,"Se trata de un pacto entre empresarios y trabajadores, en donde la actividad del estado.que genere ganancias por incremento de la productividad se distribuya entre empresarios y trabajadores. https://t.co/cG884K5X9c"
097e71c2b7288cf008966cbb,Petro,"Hernando, si las ganancias de productividad se distribuyen entre el salario real de los trabajadores y las utilidades de los empresarios, las empresas no se acaban, sino que crecen, porque crece la demanda de los trabajadores por mercancías de esas empresas. https://t.co/1gyRXeNp3x"
af268b423f6bbc335b2160ea,Petro,"La distribución de las ganancias de productividad entre el salario real y la utilidad del empresario no es comunismo, pues este niega la existencia del empresario privado, sino de la socialdemocracia y la regulación keynesiana, o fordista del capitalismo https://t.co/lI7MLyra6Y"
956b79282973a858e8923bff,Petro,"La repartición de utilidades por productividad entre trabajadores y empresarios no es el paraiso, se que en un país donde la productividad no crece en 40 años, le parece, pero es lo que sucede en el este asiático, y ocurrió en Europa y en EEUU. https://t.co/tyx6TA52cI"
705f7d8b11e9f40945b15f74,Petro,"95 sindicatos, el.movimiento de trabajadores en el lanzamiento al senado de la Republica del presidente de la USO, Edwin Palma, por el Pacto Histórico. https://t.co/3kUULRR5MH"
b80a93a94afc6a195575d6cf,Petro,El Partido Liberal Colombiano debe integrar el Pacto Histórico https://t.co/UVh8AHOYsX
d17ce8d4adbc31bd5323821c,Petro,"Mientras en EEUU regalan millones de dólares a los venezolanos inmigrantes en Colombia, estos están en la pobreza en nuestro país, aquí los macartizan. ¿A dónde irán los dólares? https://t.co/jtkz4Px4Zm"
6d63498aa1af9a4f4461e56d,Petro,https://t.co/RgaWCFl8y0
52d5b34164275c0f9e8063f1,Petro,Bienvenido Agmeth al Pacto Histórico. Por la dignidad del trabajo y un Atlántico Humano. https://t.co/W9VA3RXAoO
29d63c5eda74f6121f588ac7,Petro,"Yo soy economista y técnico. Nada más salida de la realidad esta afirmación del eterno ministro de hacienda.

Sucede que Mauuricio confunde toda la economía con el neoliberalismo, que es un sistema de ideas dominante en los gobiernos de Colombia que causa la crisis nacional. https://t.co/MKbyx5e6oo"
8c096950d977cd590f195137,Petro,Esta es la respuesta de nuestro Director José Alberto Tejada a los jóvenes que le proponen que se postule a la cámara de Representantes https://t.co/m6tTu9E7OE
bc9f514d2bdb404c5ab46301,Petro,"Se cumplen tres años de fundada Colombia Humana, ahora integrante del Pacto Historico https://t.co/xWKl9XOnnc"
b580ce36ba870af9818d6e15,Petro,"La estrategia del uribismo para ganar las elecciones es destruir a Fajardo y a mi y comprar millones de votos con el dinero público.

Para eso aprobaron la reforma tributaria y metieron en la caja la emisión del FMI."
193d462c2a9d2136385af3cf,Petro,"""La justicia, como la libertad y la vida, tenemos que conquistarla todos los días. La lucha por estos ideales no termina nunca” Luis Carlos Galán 
#LiberalesConPetro https://t.co/LanB5dQuT1"
be73e9b672c626ce8cb6f13b,Petro,"El silencio del gobierno de Duque ante la propuesta del ELN de una tregua unilateral para elecciones, tiene una lógica: el uribitato quiere actos de violencia durante las elecciones, así como prefirió la violencia que el dialogo en la movilización social."
c7d38b2628b2a149d00892a7,Petro,El problema de la tierra en Colombia Parte I. Comisión primera del senado en el debate sobre volver sujeto de derechos en la constitución al campesinado de Colombia https://t.co/bwiIM583qM
85292449333f47b98a24b1cd,Petro,El problema de la tierra en Colombia Parte II. Comisión primera del senado en el debate sobre volver sujeto de derechos en la constitución al campesinado de Colombia https://t.co/EEtahUdC1t
282799102f54e765debd8e42,Petro,¿Por qué hay narcotráfico en Colombia? https://t.co/SgGsaIlLFU
21f78c14aa47106bc6756e7e,Petro,Una política de sustitución de cultivos de hoja de Coca implica una alianza entre el Estado y el campesinado colombiano: Un gran Pacto Histórico https://t.co/4oV8PIFRWT
